genetic,length,mass,bmi,exercise,smoking,alcohol,sugar,lifespan
73.4,191.0,66.6,18.3,1.5,0.1,5.8,7.3,72.2
77.8,203.0,87.8,21.3,2.3,0.6,5.4,3.9,78.0
69.3,197.0,94.4,24.3,2.0,21.6,0.1,11.6,63.8
72.5,191.0,68.0,18.6,1.4,8.5,2.3,4.3,70.1
88.2,198.0,109.0,27.8,1.2,4.0,0.9,9.9,86.7
77.6,200.0,64.4,16.1,1.0,20.2,5.2,3.3,72.6
84.9,172.0,61.5,20.8,3.2,9.4,4.5,5.5,83.7
86.2,174.0,81.7,27.0,1.4,14.9,0.7,11.4,82.9
73.5,180.0,78.8,24.3,4.3,5.1,0.6,3.2,75.5
71.7,176.0,67.5,21.8,1.7,17.7,3.2,3.4,67.2
79.2,194.0,112.3,29.8,1.2,5.4,2.2,9.2,76.6
84.6,198.0,125.6,32.0,3.9,1.7,0.4,6.2,84.8
90.7,190.0,60.5,16.8,1.9,14.2,0.5,7.6,88.4
76.6,180.0,108.0,33.3,2.1,0.3,3.1,2.8,76.6
74.4,190.0,151.9,42.1,3.9,17.5,1.1,5.9,68.8
92.8,185.0,53.9,15.7,1.6,0.6,4.0,8.9,92.7
84.9,170.0,125.7,43.5,2.6,19.7,0.2,2.6,79.4
78.9,172.0,84.9,28.7,3.1,0.6,5.8,13.5,78.5
93.1,172.0,95.0,32.1,3.3,0.1,0.3,4.7,93.5
75.4,174.0,104.6,34.5,2.0,0.7,0.4,6.1,75.3
73.9,200.0,96.7,24.2,3.2,10.5,1.7,8.9,71.9
79.2,187.0,84.8,24.3,1.7,0.1,0.4,5.8,80.4
75.3,173.0,105.7,35.3,3.1,17.8,1.6,4.8,73.6
84.6,170.0,83.3,28.8,2.7,0.1,2.7,4.0,85.0
84.6,193.0,125.1,33.6,1.3,19.5,3.1,4.2,79.6
74.5,192.0,140.1,38.0,1.9,2.2,0.9,7.2,73.1
91.1,203.0,54.0,13.1,2.1,2.0,5.2,0.8,90.2
82.1,176.0,53.2,17.2,2.1,8.3,0.7,2.2,81.9
87.8,183.0,63.9,19.1,1.1,0.1,0.6,8.1,88.2
87.0,185.0,61.9,18.1,2.6,6.5,0.5,4.5,86.7
79.5,166.0,120.3,43.7,1.4,18.6,3.9,8.6,73.7
85.5,179.0,128.6,40.1,2.0,4.5,5.6,5.8,82.1
77.7,186.0,50.2,14.5,3.3,21.4,0.6,7.1,75.9
85.5,165.0,83.4,30.6,4.7,5.6,1.0,8.3,85.9
80.9,174.0,78.6,26.0,1.9,3.8,6.0,2.2,79.5
66.5,186.0,94.5,27.3,2.5,0.4,5.9,11.4,66.2
96.3,177.0,62.2,19.9,2.8,0.2,2.0,2.1,98.3
82.6,189.0,97.6,27.3,0.4,11.3,1.9,3.4,79.8
82.1,164.0,93.8,34.9,4.5,16.1,0.3,7.6,79.4
73.9,174.0,98.9,32.7,2.5,20.9,0.7,11.2,69.3
78.7,184.0,87.5,25.8,2.5,13.1,2.3,11.8,76.2
91.9,190.0,115.5,32.0,1.1,15.9,1.6,1.7,87.1
81.8,182.0,81.5,24.6,2.4,0.4,5.1,3.8,83.2
80.4,187.0,115.1,32.9,4.2,8.2,2.5,6.9,79.7
82.9,193.0,107.8,28.9,1.7,16.1,0.5,6.4,81.6
73.7,195.0,87.5,23.0,5.0,11.5,3.9,4.9,74.8
96.0,171.0,84.8,29.0,2.0,19.8,0.6,13.3,91.9
84.2,179.0,110.9,34.6,4.2,19.6,0.5,7.1,84.2
81.1,179.0,124.9,39.0,1.9,17.2,1.6,4.2,76.3
81.7,193.0,127.0,34.1,0.8,9.6,0.5,7.0,79.1
75.7,175.0,89.5,29.2,0.7,19.1,5.4,0.8,69.3
85.2,172.0,85.7,29.0,0.8,9.3,1.7,3.4,81.9
79.9,211.0,63.6,14.3,0.6,14.1,0.6,11.6,77.3
83.7,189.0,109.9,30.8,2.9,3.2,3.3,9.3,83.0
82.2,180.0,61.0,18.8,1.7,10.0,3.1,5.7,78.8
99.5,175.0,76.9,25.1,4.1,4.9,4.4,3.8,100.1
80.9,168.0,114.2,40.5,2.0,20.7,4.3,9.6,73.1
80.8,191.0,114.3,31.3,1.9,0.1,0.4,8.1,81.6
81.0,183.0,101.7,30.4,1.5,0.4,0.6,4.9,81.4
80.2,203.0,113.5,27.5,3.7,5.1,1.2,4.0,80.4
76.3,195.0,147.0,38.7,3.3,3.2,0.7,6.8,76.1
86.5,180.0,133.1,41.1,0.4,15.9,5.6,7.4,78.5
82.8,187.0,57.5,16.4,3.6,5.8,0.5,8.7,84.4
92.3,160.0,50.1,19.6,1.0,20.7,3.5,4.8,87.5
72.1,205.0,100.7,24.0,1.6,7.0,0.6,4.6,70.8
87.3,207.0,103.7,24.2,2.7,21.4,0.5,4.5,84.5
88.1,170.0,83.0,28.7,2.1,16.7,5.8,10.2,84.7
82.5,166.0,64.2,23.3,1.5,21.5,0.2,4.5,78.8
80.9,170.0,90.5,31.3,0.7,14.0,5.3,11.3,74.0
69.9,175.0,79.9,26.1,1.5,0.3,5.9,6.1,69.4
80.2,193.0,71.2,19.1,5.1,18.2,4.2,6.7,78.7
79.6,180.0,59.1,18.2,3.1,0.4,0.5,5.8,80.8
77.2,197.0,129.7,33.4,5.0,3.8,5.0,2.4,78.7
68.6,178.0,81.5,25.7,2.7,19.6,4.3,6.1,62.8
79.6,192.0,96.0,26.0,4.7,2.3,0.1,10.5,81.3
88.5,189.0,63.4,17.7,3.0,13.1,3.4,12.3,85.8
87.5,168.0,103.2,36.6,2.1,14.5,1.4,7.9,85.5
86.3,173.0,121.6,40.6,0.8,0.5,0.4,7.5,84.8
80.7,164.0,80.1,29.8,3.4,13.1,1.7,2.1,80.5
71.5,180.0,135.8,41.9,3.6,1.5,1.0,5.5,71.7
86.5,184.0,80.0,23.6,1.2,0.0,0.7,6.1,86.8
77.8,196.0,124.7,32.5,2.1,19.2,0.8,3.0,71.3
87.6,198.0,77.3,19.7,5.1,2.4,0.4,9.8,90.5
74.3,172.0,124.8,42.2,2.0,21.4,1.2,8.0,68.4
90.3,191.0,83.7,22.9,3.0,10.8,0.7,3.8,88.2
79.7,186.0,113.7,32.9,0.9,9.9,0.2,7.4,77.7
74.1,198.0,50.3,12.8,2.2,21.6,4.1,8.7,68.1
91.0,191.0,82.2,22.5,3.4,0.1,1.1,1.9,93.5
79.6,164.0,56.3,20.9,1.7,16.9,0.4,2.6,75.5
65.2,197.0,58.6,15.1,3.3,13.6,3.2,6.7,60.9
79.1,191.0,97.1,26.6,1.5,7.2,5.5,3.4,76.6
89.5,195.0,139.6,36.7,4.6,19.9,0.3,9.7,87.1
95.1,164.0,74.9,27.8,1.6,0.4,0.9,9.2,94.7
84.0,195.0,103.5,27.2,2.8,4.2,5.2,4.3,82.4
80.3,174.0,127.1,42.0,2.7,9.6,1.6,7.9,77.4
78.0,164.0,76.3,28.4,2.3,14.1,5.1,3.0,72.9
81.1,172.0,120.1,40.6,1.6,1.0,3.0,12.0,79.7
85.5,207.0,62.8,14.7,3.1,7.2,6.0,3.6,83.6
79.2,205.0,138.5,33.0,1.2,3.4,1.9,6.7,77.7
76.9,174.0,113.3,37.4,4.9,1.3,1.8,8.4,79.0
83.9,185.0,82.1,24.0,0.9,14.2,5.4,5.3,81.4
90.0,178.0,83.0,26.2,5.1,20.8,0.5,2.8,89.4
84.8,201.0,88.6,21.9,4.1,11.4,2.4,5.5,84.3
71.5,169.0,120.1,42.1,1.6,16.0,4.9,5.9,65.7
85.7,191.0,129.1,35.4,1.6,15.3,0.5,6.3,80.9
86.5,191.0,72.5,19.9,5.2,4.0,4.9,5.5,88.7
75.6,169.0,130.2,45.6,1.6,10.4,0.4,7.4,71.6
84.2,188.0,51.4,14.5,3.0,19.2,4.4,12.5,82.2
81.2,176.0,109.5,35.3,2.4,0.4,5.5,0.8,79.9
93.2,170.0,53.4,18.5,2.1,0.4,0.1,4.3,94.9
74.4,177.0,73.3,23.4,4.2,12.7,0.7,5.3,73.9
79.8,169.0,57.2,20.0,2.4,3.2,1.9,2.3,81.0
78.1,200.0,68.5,17.1,1.6,14.8,2.8,5.3,74.7
88.0,181.0,93.3,28.5,3.4,9.1,0.0,3.5,87.5
95.6,162.0,80.9,30.8,1.5,1.5,5.5,1.9,95.2
86.2,173.0,79.2,26.5,2.3,11.1,0.6,4.0,84.9
81.7,177.0,97.1,31.0,2.0,18.0,0.7,3.4,75.8
84.9,179.0,118.2,36.9,2.8,6.2,0.3,8.4,84.2
73.4,169.0,145.3,50.9,0.9,17.5,1.8,3.1,63.3
83.2,190.0,122.2,33.9,0.7,9.7,0.5,4.1,81.6
67.7,178.0,87.1,27.5,1.1,17.6,0.2,3.7,64.7
78.9,178.0,55.2,17.4,1.4,4.4,0.1,4.5,78.3
93.9,200.0,75.0,18.8,2.1,4.2,0.8,6.2,94.4
82.6,197.0,86.2,22.2,2.9,9.6,3.5,1.9,83.4
82.7,177.0,127.7,40.8,1.2,4.5,5.1,10.6,79.5
83.6,185.0,55.4,16.2,2.3,11.6,2.0,3.2,83.0
73.6,184.0,58.9,17.4,5.3,8.8,0.3,11.4,74.4
94.2,181.0,152.5,46.5,4.3,16.6,0.3,4.7,91.8
87.4,192.0,141.4,38.4,1.5,10.6,0.8,4.1,83.9
99.5,170.0,122.9,42.5,3.9,11.1,4.6,3.7,98.5
98.4,167.0,88.5,31.7,1.4,11.0,0.4,5.3,95.4
79.2,175.0,64.0,20.9,2.0,0.4,2.1,2.4,80.5
70.6,171.0,58.3,19.9,3.5,5.9,4.6,3.7,71.3
78.6,193.0,128.7,34.6,2.3,3.3,0.1,3.8,78.4
77.2,177.0,88.4,28.2,1.9,6.1,0.4,8.0,76.7
93.7,193.0,89.8,24.1,1.7,12.6,4.1,8.9,90.4
76.5,169.0,51.7,18.1,1.2,12.1,1.3,0.8,72.8
67.4,181.0,61.7,18.8,2.1,0.5,4.1,8.0,68.2
90.8,193.0,114.8,30.8,4.2,7.7,3.7,10.4,91.0
80.5,188.0,82.1,23.2,2.0,1.1,0.4,5.4,81.3
90.7,198.0,106.1,27.1,4.6,5.7,0.2,9.9,93.0
84.5,178.0,57.3,18.1,2.2,5.2,3.8,7.2,83.3
91.3,198.0,69.2,17.7,2.4,20.3,0.8,8.0,90.2
84.3,163.0,61.8,23.3,2.6,5.9,2.0,0.9,85.3
79.0,186.0,92.1,26.6,2.0,15.8,0.3,11.4,75.1
78.3,162.0,125.1,47.7,3.5,0.2,0.7,7.1,78.3
77.2,188.0,64.9,18.4,3.5,1.8,0.2,12.2,77.3
81.5,169.0,136.3,47.7,5.0,7.5,1.7,3.5,81.3
66.5,188.0,114.7,32.5,3.7,8.8,2.5,10.1,65.5
87.8,177.0,83.0,26.5,4.8,10.6,0.7,6.2,88.7
85.7,203.0,73.4,17.8,2.7,19.8,2.0,7.4,79.5
76.1,188.0,93.5,26.5,2.6,19.4,1.6,13.5,71.1
80.6,185.0,89.0,26.0,1.4,6.0,0.7,1.7,79.8
72.6,186.0,53.1,15.3,4.6,0.3,1.4,13.8,74.1
77.3,167.0,78.0,28.0,0.7,5.4,4.3,11.9,75.0
90.6,197.0,122.9,31.7,2.9,0.6,0.9,6.2,91.3
81.1,166.0,60.8,22.1,3.7,4.3,5.3,3.9,81.8
80.4,183.0,67.0,20.0,0.9,7.0,0.3,10.4,78.9
83.5,176.0,83.3,26.9,4.7,12.1,3.9,3.5,82.2
78.5,194.0,63.5,16.9,0.9,0.2,0.7,3.9,79.0
87.4,188.0,139.7,39.5,1.5,8.8,1.1,5.6,84.4
87.8,184.0,55.7,16.5,2.7,11.6,1.9,13.4,84.9
77.6,183.0,60.8,18.2,0.9,16.7,0.7,4.9,76.6
78.7,209.0,70.0,16.0,2.7,8.9,0.5,11.9,77.2
98.8,198.0,69.3,17.7,2.4,11.0,0.5,9.8,96.5
77.0,184.0,53.9,15.9,1.1,8.5,1.6,2.0,73.8
78.0,181.0,110.6,33.8,4.9,19.4,0.2,6.0,77.5
84.2,189.0,69.5,19.5,1.5,5.1,1.3,6.1,83.3
86.6,199.0,86.9,21.9,0.7,21.3,5.2,8.6,79.5
74.8,187.0,60.1,17.2,2.2,6.9,4.2,4.2,73.3
81.1,197.0,109.0,28.1,4.2,14.6,0.5,6.0,79.5
85.4,158.0,51.5,20.6,2.1,6.2,2.0,10.3,84.2
99.1,196.0,89.0,23.2,1.9,17.6,0.4,3.8,93.2
80.5,192.0,128.5,34.9,2.0,13.3,5.2,2.0,76.9
85.2,185.0,96.2,28.1,1.5,19.9,6.0,7.1,78.7
82.3,203.0,106.0,25.7,1.1,0.3,2.2,8.9,81.5
72.6,189.0,81.2,22.7,2.3,7.3,2.9,9.7,72.6
74.1,169.0,69.6,24.4,2.8,4.7,0.1,8.2,75.4
80.0,193.0,72.8,19.5,1.6,0.8,4.4,4.3,79.7
80.6,180.0,54.6,16.9,3.3,14.9,3.3,6.9,78.5
82.3,195.0,104.7,27.5,1.6,16.3,4.3,6.7,76.8
81.5,184.0,78.9,23.3,1.4,0.0,1.0,10.9,81.3
91.9,202.0,101.2,24.8,1.1,6.9,2.7,4.5,88.5
64.5,169.0,78.4,27.5,3.4,0.9,1.3,2.7,66.8
79.0,176.0,54.2,17.5,1.6,5.6,2.5,3.8,78.2
86.2,162.0,57.3,21.8,2.1,13.7,0.5,10.6,83.2
81.9,189.0,125.8,35.2,1.3,2.1,0.4,7.6,81.3
90.2,177.0,146.7,46.8,1.7,5.7,3.5,6.7,85.4
72.4,185.0,103.1,30.1,0.4,12.7,5.9,11.1,68.2
82.5,197.0,56.9,14.7,2.5,0.7,4.4,6.8,83.5
83.0,187.0,104.3,29.8,1.5,17.6,1.7,10.2,78.5
83.0,166.0,67.7,24.6,1.4,17.4,1.6,4.3,80.5
84.4,205.0,156.3,37.2,4.0,16.7,2.2,8.1,82.4
81.4,188.0,67.5,19.1,3.9,2.9,4.7,5.9,83.1
84.0,171.0,97.8,33.4,3.9,7.1,2.0,11.8,83.0
77.1,180.0,70.3,21.7,1.5,0.3,4.4,7.8,76.5
100.3,178.0,60.1,19.0,2.5,2.8,3.7,4.7,99.5
81.4,194.0,111.0,29.5,0.9,12.1,1.2,7.6,79.0
79.8,164.0,91.7,34.1,0.9,6.5,6.0,2.9,76.3
92.0,202.0,54.7,13.4,1.7,21.1,5.2,3.7,83.6
85.0,188.0,111.1,31.4,1.0,2.8,0.7,5.1,84.1
87.5,178.0,61.4,19.4,3.2,14.8,2.6,5.6,86.6
79.3,170.0,62.1,21.5,4.8,17.7,4.6,5.8,74.7
81.8,205.0,103.0,24.5,2.3,0.3,5.0,4.4,82.2
78.1,193.0,59.4,15.9,0.6,6.7,1.8,6.7,76.1
88.1,196.0,63.6,16.6,4.3,19.4,4.2,5.0,85.5
87.8,210.0,108.8,24.7,5.2,19.8,1.6,6.4,84.3
79.7,194.0,123.6,32.8,1.3,13.7,4.2,4.0,74.8
78.6,160.0,111.4,43.5,4.5,17.9,5.0,6.9,75.0
73.0,176.0,85.8,27.7,3.3,12.0,2.1,8.7,71.4
89.4,171.0,59.0,20.2,3.7,7.7,5.4,2.1,89.0
91.9,179.0,115.9,36.2,1.9,8.6,2.3,1.0,89.6
79.3,197.0,87.3,22.5,2.0,14.3,4.7,4.2,76.2
67.0,201.0,160.3,39.7,1.1,1.0,3.5,5.5,65.0
68.3,171.0,86.0,29.4,4.8,8.7,1.6,3.1,70.1
73.5,169.0,93.5,32.7,1.8,20.0,0.4,6.0,70.3
88.3,166.0,127.0,46.1,0.7,18.1,3.9,4.6,79.0
86.6,187.0,92.7,26.5,1.7,1.4,0.7,6.8,87.0
80.9,181.0,96.4,29.4,1.8,10.8,1.9,4.5,78.2
77.1,194.0,68.3,18.1,2.5,13.3,4.3,12.0,72.3
80.1,177.0,83.2,26.6,1.3,11.4,5.5,6.0,75.4
84.4,193.0,87.6,23.5,2.7,0.4,4.3,7.8,85.4
89.0,193.0,107.5,28.9,2.6,4.6,0.2,4.7,88.5
91.2,183.0,73.0,21.8,1.1,11.4,5.1,1.6,89.8
78.3,202.0,128.0,31.4,2.2,13.3,0.8,8.5,74.0
89.6,190.0,111.4,30.9,2.3,15.0,4.5,4.7,85.0
72.8,183.0,124.6,37.2,2.4,1.1,1.1,10.1,71.8
72.9,196.0,119.9,31.2,1.4,5.7,4.7,7.8,71.2
88.3,158.0,120.9,48.4,1.0,7.3,2.8,11.0,83.4
79.3,176.0,78.0,25.2,1.0,20.6,4.9,7.0,71.7
68.6,165.0,103.4,38.0,1.9,10.1,1.7,3.9,66.2
94.5,199.0,104.3,26.3,4.5,14.9,1.1,4.7,91.8
80.4,179.0,130.8,40.8,3.5,4.0,4.7,9.3,77.2
81.5,179.0,80.0,25.0,1.5,0.8,1.3,5.3,81.3
75.9,193.0,78.6,21.1,3.3,14.2,5.2,2.7,73.4
83.6,176.0,80.8,26.1,1.8,18.4,1.0,3.9,80.1
83.1,177.0,88.1,28.1,2.6,20.5,4.0,6.1,78.3
84.9,193.0,79.7,21.4,2.2,0.7,1.8,7.5,86.0
77.1,179.0,119.1,37.2,1.0,5.8,0.5,6.4,75.0
95.2,169.0,68.1,23.8,1.9,17.3,1.3,12.2,91.7
78.3,172.0,125.1,42.3,4.3,5.7,0.5,6.1,77.3
86.1,170.0,60.9,21.1,1.6,2.6,6.0,7.6,84.2
83.7,181.0,61.2,18.7,2.3,16.3,1.8,5.5,77.5
84.8,197.0,86.5,22.3,3.8,1.1,1.0,7.1,87.0
82.0,194.0,129.1,34.3,1.7,2.1,3.9,10.7,80.7
98.0,195.0,93.5,24.6,4.4,0.3,0.2,8.7,100.0
87.2,199.0,82.2,20.8,1.9,17.7,0.9,5.9,84.4
76.9,190.0,134.2,37.2,2.5,9.3,4.3,6.5,75.8
76.4,166.0,90.8,33.0,4.6,9.1,0.6,7.9,77.2
81.6,179.0,77.4,24.2,0.7,21.7,0.5,11.8,74.9
71.6,179.0,77.0,24.0,1.5,18.2,2.0,4.0,67.3
80.6,162.0,135.2,51.5,3.2,9.8,1.7,6.7,77.5
73.4,191.0,159.5,43.7,1.4,15.6,4.6,3.2,68.9
89.7,181.0,132.8,40.5,2.5,14.2,2.2,6.1,85.5
73.6,164.0,90.9,33.8,1.3,14.1,0.6,8.4,71.0
85.4,198.0,145.6,37.1,0.5,20.5,0.7,4.9,78.3
71.9,192.0,140.2,38.0,1.4,17.4,0.5,8.4,67.0
72.5,203.0,65.5,15.9,3.7,21.1,3.2,10.5,66.6
74.7,163.0,58.8,22.1,2.2,16.0,2.3,2.6,70.9
76.1,197.0,107.5,27.7,0.3,9.0,3.0,13.6,72.5
79.4,186.0,78.3,22.6,2.7,3.1,3.5,8.3,77.7
79.7,160.0,102.3,40.0,2.0,0.3,0.9,5.5,79.2
85.1,175.0,121.6,39.7,0.1,0.1,0.8,3.4,83.3
89.2,194.0,56.3,15.0,2.9,21.8,1.4,3.4,85.0
85.6,194.0,69.7,18.5,2.1,14.3,5.9,5.4,82.6
96.2,202.0,64.4,15.8,5.2,4.0,4.0,10.9,98.4
96.7,192.0,97.7,26.5,1.5,5.3,0.5,5.5,96.4
82.9,183.0,71.2,21.3,1.3,4.8,4.6,7.6,81.6
68.3,184.0,93.3,27.6,1.8,18.0,0.5,5.9,63.4
89.5,185.0,133.3,38.9,3.0,2.9,0.4,3.2,90.0
80.4,180.0,118.1,36.5,2.8,4.0,0.3,5.4,78.7
90.3,204.0,73.6,17.7,1.6,6.9,5.0,8.6,87.5
90.6,184.0,54.3,16.0,3.0,11.2,4.2,2.7,90.3
81.1,203.0,63.2,15.3,3.4,3.3,4.3,9.7,80.9
78.7,191.0,63.6,17.4,2.4,16.4,0.1,9.2,75.7
86.0,181.0,111.4,34.0,1.3,4.4,0.6,10.8,84.2
84.4,193.0,83.3,22.4,2.2,5.7,0.3,6.1,84.3
77.5,187.0,135.6,38.8,1.2,13.6,3.1,6.7,73.7
74.9,202.0,91.8,22.5,1.6,10.8,0.4,7.4,72.1
81.4,182.0,60.4,18.2,0.8,15.4,1.2,2.7,78.9
64.9,200.0,111.7,27.9,3.3,19.3,3.2,6.4,63.6
82.6,165.0,99.6,36.6,3.5,12.7,0.1,4.9,81.0
77.5,175.0,81.2,26.5,5.1,12.0,5.7,6.5,76.9
69.9,188.0,90.3,25.5,2.0,15.8,0.6,6.7,67.7
77.0,189.0,86.2,24.1,1.5,21.5,5.9,5.2,71.5
95.3,162.0,92.7,35.3,1.8,0.3,0.6,3.2,95.3
86.0,187.0,73.9,21.1,3.0,8.6,2.1,5.5,84.5
79.2,182.0,129.5,39.1,3.8,20.4,4.7,7.1,75.5
76.2,190.0,76.9,21.3,2.9,11.5,2.3,4.3,75.3
89.5,193.0,97.5,26.2,0.3,0.2,5.4,8.4,87.8
68.5,179.0,100.8,31.5,2.1,8.5,4.1,12.0,65.6
95.3,188.0,78.6,22.2,2.4,2.9,4.7,7.7,94.9
84.7,200.0,94.8,23.7,1.7,6.5,1.0,3.5,84.3
86.4,175.0,79.7,26.0,1.3,0.8,2.3,5.4,85.9
84.1,187.0,109.8,31.4,2.9,14.7,5.1,10.9,81.1
78.4,203.0,59.3,14.4,1.3,21.6,5.8,7.2,71.2
88.7,155.0,97.7,40.7,3.1,0.1,3.6,5.3,89.8
84.0,185.0,74.0,21.6,2.5,20.9,4.6,5.8,77.8
80.7,185.0,61.8,18.1,3.3,20.2,3.2,8.6,75.3
86.5,189.0,93.6,26.2,3.5,5.4,3.9,10.1,87.2
85.4,182.0,53.4,16.1,3.2,12.1,1.0,9.7,84.3
79.7,184.0,84.1,24.8,4.3,1.1,1.0,10.0,81.7
82.3,196.0,71.7,18.7,4.7,0.9,2.0,5.2,86.4
96.0,178.0,86.8,27.4,3.9,15.5,4.2,6.0,92.9
81.3,191.0,91.1,25.0,1.9,14.6,4.8,3.8,75.7
68.8,200.0,102.0,25.5,3.8,13.9,4.3,11.1,66.4
77.7,204.0,54.7,13.1,4.0,15.6,2.3,5.9,76.2
83.1,187.0,85.8,24.5,3.6,18.5,0.4,6.9,80.6
83.0,179.0,57.0,17.8,1.1,2.1,2.1,4.2,82.8
64.6,208.0,129.7,30.0,3.9,9.8,0.3,6.8,64.2
68.0,169.0,70.1,24.5,1.3,4.8,5.7,5.1,66.0
83.9,178.0,52.0,16.4,0.8,20.4,4.2,6.7,76.1
79.3,171.0,53.0,18.1,2.7,1.1,1.1,6.9,80.8
91.0,192.0,90.6,24.6,1.8,19.1,2.3,8.3,84.9
81.8,186.0,97.1,28.1,3.1,2.0,0.9,8.0,83.5
80.6,206.0,50.7,11.9,3.1,0.5,0.3,6.9,81.9
79.1,190.0,68.6,19.0,5.1,13.7,5.4,5.8,76.9
87.0,167.0,96.5,34.6,4.6,20.8,2.1,4.9,84.3
72.3,175.0,88.1,28.8,1.8,6.7,3.4,5.6,70.2
88.9,161.0,74.0,28.5,1.9,19.7,0.5,4.7,86.8
96.0,159.0,82.5,32.6,3.0,16.4,0.4,4.6,92.3
81.1,169.0,63.4,22.2,2.0,21.1,0.7,5.3,76.1
76.2,168.0,84.4,29.9,1.0,20.9,3.8,7.7,73.7
84.4,182.0,86.8,26.2,2.2,22.0,4.2,3.9,80.0
84.8,188.0,116.1,32.8,1.5,2.5,1.3,5.9,83.7
84.9,190.0,91.7,25.4,2.8,19.4,1.3,5.2,81.8
78.3,162.0,94.7,36.1,1.6,17.0,5.7,7.7,72.2
83.6,206.0,87.0,20.5,1.5,6.0,5.1,3.7,82.2
80.5,173.0,59.1,19.7,2.0,5.2,1.8,12.0,80.2
75.5,187.0,72.9,20.8,3.5,8.7,4.3,2.8,75.2
77.6,169.0,100.8,35.3,3.0,18.2,1.4,1.1,74.2
82.1,194.0,153.8,40.9,3.2,14.9,3.7,4.3,79.1
69.4,194.0,61.9,16.4,2.5,8.7,2.3,7.6,68.5
86.8,193.0,119.4,32.1,2.4,2.4,2.0,2.7,86.4
73.5,189.0,123.6,34.6,0.6,16.4,4.5,3.0,66.2
65.9,192.0,52.0,14.1,2.4,4.7,1.4,3.7,66.9
83.1,181.0,86.4,26.4,2.2,12.8,4.8,5.1,78.6
76.5,195.0,83.4,21.9,1.3,0.1,0.5,10.2,76.3
78.6,189.0,81.1,22.7,2.0,14.0,4.3,3.3,74.4
88.1,183.0,98.9,29.5,0.2,12.4,3.1,4.4,84.5
98.1,171.0,55.9,19.1,3.1,0.1,3.8,7.2,98.4
86.7,188.0,68.6,19.4,2.3,0.8,2.5,8.3,87.9
80.1,164.0,55.2,20.5,2.9,16.0,3.5,3.4,78.6
83.7,183.0,104.5,31.2,1.7,10.0,4.7,3.9,80.5
85.9,199.0,96.9,24.5,2.0,20.3,5.1,7.7,80.4
90.3,182.0,97.0,29.3,2.6,14.1,0.1,8.0,90.0
89.0,175.0,92.0,30.0,2.3,2.3,4.8,9.4,88.5
85.9,167.0,120.0,43.0,2.3,20.6,2.9,7.8,78.7
86.4,170.0,58.4,20.2,2.2,19.3,2.7,6.0,81.9
86.1,170.0,81.7,28.3,3.3,3.6,0.4,9.6,87.0
84.6,192.0,53.4,14.5,3.1,21.9,0.6,7.8,78.1
78.5,173.0,95.8,32.0,5.4,8.1,0.6,4.7,79.4
80.4,176.0,74.0,23.9,2.0,16.5,2.2,6.0,76.3
91.4,203.0,155.7,37.8,1.6,20.8,0.3,5.5,85.1
89.1,175.0,59.9,19.6,1.5,18.6,5.6,2.3,82.9
85.0,201.0,96.4,23.9,2.1,0.2,0.4,4.1,86.5
78.6,170.0,95.1,32.9,4.1,1.3,1.3,0.9,82.5
83.7,172.0,99.7,33.7,1.0,16.3,0.3,5.9,79.4
81.9,188.0,141.4,40.0,3.6,0.1,0.4,4.9,84.5
93.9,188.0,54.7,15.5,2.6,3.2,0.8,5.3,94.2
77.7,172.0,56.8,19.2,1.8,15.8,1.1,4.5,72.7
80.7,174.0,100.6,33.2,3.8,11.6,0.6,2.2,78.7
83.8,166.0,71.3,25.9,1.7,21.2,0.3,3.2,80.5
74.8,166.0,104.6,38.0,1.5,20.3,1.6,9.1,70.3
93.1,162.0,56.6,21.6,1.6,7.7,5.9,7.8,91.4
90.4,177.0,121.0,38.6,3.7,2.1,0.5,6.4,90.3
83.1,179.0,102.8,32.1,2.2,15.4,4.8,8.2,76.1
83.0,191.0,91.6,25.1,1.5,2.5,3.9,10.1,81.6
78.3,181.0,64.4,19.7,2.3,21.0,5.6,6.0,75.1
77.6,187.0,53.0,15.2,0.2,2.3,0.8,5.3,76.7
80.4,198.0,59.2,15.1,1.7,7.0,4.7,5.0,78.4
71.1,175.0,112.8,36.8,1.9,0.1,4.5,3.2,70.1
68.1,171.0,118.7,40.6,1.1,10.4,3.7,6.0,62.4
73.7,207.0,76.7,17.9,1.8,14.1,0.3,8.0,70.5
80.9,168.0,135.5,48.0,4.3,9.7,3.6,11.1,76.4
88.7,203.0,51.1,12.4,2.2,22.0,0.5,2.3,83.1
75.6,204.0,117.5,28.2,2.3,7.8,0.7,5.0,74.7
79.9,193.0,118.9,31.9,3.3,16.7,0.6,2.8,75.5
75.7,182.0,131.9,39.8,3.0,21.5,3.6,9.8,70.6
90.9,169.0,105.1,36.8,2.9,8.7,0.3,9.6,88.5
73.7,184.0,135.4,40.0,1.7,0.9,0.6,10.0,72.4
92.1,210.0,123.1,27.9,2.7,16.4,0.5,5.9,87.9
73.3,191.0,56.0,15.4,1.7,12.2,2.1,6.3,69.1
82.0,180.0,70.8,21.9,1.2,14.3,5.5,6.7,75.8
82.3,167.0,129.6,46.5,1.2,16.5,4.4,4.2,79.0
78.6,193.0,139.2,37.4,2.9,20.4,0.9,6.4,73.2
98.0,189.0,104.1,29.1,1.3,0.2,1.7,8.3,97.6
